checked,result_type,id,citation_id,site_id,treatment_id,sitename,city,lat,lon,scientificname,commonname,genus,species_id,cultivar_id,author,citation_year,treatment,date,time,raw_date,month,year,dateloc,trait,trait_description,mean,units,n,statname,stat,notes,access_level,cultivar,entity,method_name
1,traits,59,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,Season: [UNRECOGNIZED SEASON MONTH] 1983,00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,NA,1983,7.0,PN,Photosynthetic rate at ambient CO2(370ppm),8.5,umol CO2 m-2 s-1,4,SE,1.2,,4,Unknown,NA,NA
1,traits,60,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,Season: [UNRECOGNIZED SEASON MONTH] 1983,00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,NA,1983,7.0,PN,Photosynthetic rate at ambient CO2(370ppm),12.6,umol CO2 m-2 s-1,4,SE,2.3,,4,Unknown,NA,NA
1,traits,61,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),18,umol CO2 m-2 s-1,4,SE,1.7,,4,Unknown,NA,NA
1,traits,62,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),24.6,umol CO2 m-2 s-1,4,SE,1.6,,4,Unknown,NA,NA
1,traits,63,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),29.6,umol CO2 m-2 s-1,4,SE,1.7,,4,Unknown,NA,NA
1,traits,64,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),33.7,umol CO2 m-2 s-1,4,SE,1.2,,4,Unknown,NA,NA
1,traits,65,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),36,umol CO2 m-2 s-1,4,SE,0.9,,4,Unknown,NA,NA
1,traits,66,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),40.5,umol CO2 m-2 s-1,4,SE,1.2,,4,Unknown,NA,NA
1,traits,67,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),42.8,umol CO2 m-2 s-1,4,SE,1.7,,4,Unknown,NA,NA
1,traits,68,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),44.4,umol CO2 m-2 s-1,4,SE,1.6,,4,Unknown,NA,NA
1,traits,69,45,99,89,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,burned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),46.1,umol CO2 m-2 s-1,4,SE,3.1,,4,Unknown,NA,NA
1,traits,70,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),3.3,umol CO2 m-2 s-1,4,SE,0.7,,4,Unknown,NA,NA
1,traits,71,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),6.2,umol CO2 m-2 s-1,4,SE,1.2,,4,Unknown,NA,NA
1,traits,72,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),15.3,umol CO2 m-2 s-1,4,SE,2.4,,4,Unknown,NA,NA
1,traits,73,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),22.2,umol CO2 m-2 s-1,4,SE,2.3,,4,Unknown,NA,NA
1,traits,74,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),28.8,umol CO2 m-2 s-1,4,SE,2.3,,4,Unknown,NA,NA
1,traits,75,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),32.3,umol CO2 m-2 s-1,4,SE,2.3,,4,Unknown,NA,NA
1,traits,76,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),33.9,umol CO2 m-2 s-1,4,SE,1.8,,4,Unknown,NA,NA
1,traits,77,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),36,umol CO2 m-2 s-1,4,SE,2.1,,4,Unknown,NA,NA
1,traits,78,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),38.2,umol CO2 m-2 s-1,4,SE,1.2,,4,Unknown,NA,NA
1,traits,79,45,99,553,Konza Prairie Research Natural Area,Konza,39.01,-96.58,Panicum virgatum,switchgrass,Panicum,938,51,Knapp,1985,unburned,"Week of May 31, 1983",00:00:00 (America/Chicago),1983-05-31T00:00:00.000-05:00,5,1983,5.5,PN,Photosynthetic rate at ambient CO2(370ppm),40.5,umol CO2 m-2 s-1,4,SE,2.1,,4,Unknown,NA,NA
1,traits,172,44,98,18,OSU Waterman Farm,Columbus,40.01,-83.03,Panicum virgatum,switchgrass,Panicum,938,51,Knee,2002,observational,July 1989,8 PM (America/New_York),1989-07-14T19:00:00.000-05:00,7,1989,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),0,umol CO2 m-2 s-1,5,SE,0.25,,4,Unknown,NA,NA
1,traits,173,44,98,18,OSU Waterman Farm,Columbus,40.01,-83.03,Panicum virgatum,switchgrass,Panicum,938,51,Knee,2002,observational,July 1989,8 PM (America/New_York),1989-07-14T19:00:00.000-05:00,7,1989,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),0.64,umol CO2 m-2 s-1,5,SE,0.26,,4,Unknown,NA,NA
1,traits,174,44,98,18,OSU Waterman Farm,Columbus,40.01,-83.03,Panicum virgatum,switchgrass,Panicum,938,51,Knee,2002,observational,July 1989,8 PM (America/New_York),1989-07-14T19:00:00.000-05:00,7,1989,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),3.94,umol CO2 m-2 s-1,5,SE,0.79,,4,Unknown,NA,NA
1,traits,175,44,98,18,OSU Waterman Farm,Columbus,40.01,-83.03,Panicum virgatum,switchgrass,Panicum,938,51,Knee,2002,observational,July 1989,8 PM (America/New_York),1989-07-14T19:00:00.000-05:00,7,1989,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),6.32,umol CO2 m-2 s-1,5,SE,0.92,,4,Unknown,NA,NA
1,traits,176,44,98,18,OSU Waterman Farm,Columbus,40.01,-83.03,Panicum virgatum,switchgrass,Panicum,938,51,Knee,2002,observational,July 1989,8 PM (America/New_York),1989-07-14T19:00:00.000-05:00,7,1989,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),7.64,umol CO2 m-2 s-1,5,SE,1.25,,4,Unknown,NA,NA
1,traits,179,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Jun 15,Time Level of Confidence Unknown,2003-06-15T19:00:00.000-05:00,6,2003,5.0,PN,Photosynthetic rate at ambient CO2(370ppm),12.37,umol CO2 m-2 s-1,5,SE,1.76,,4,Unknown,NA,NA
1,traits,180,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Jul 20,Time Level of Confidence Unknown,2003-07-20T19:00:00.000-05:00,7,2003,5.0,PN,Photosynthetic rate at ambient CO2(370ppm),13.2,umol CO2 m-2 s-1,5,SE,1.43,,4,Unknown,NA,NA
1,traits,181,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,2003 Aug 18,Time Level of Confidence Unknown,2003-08-18T19:00:00.000-05:00,8,2003,5.0,PN,Photosynthetic rate at ambient CO2(370ppm),3.1,umol CO2 m-2 s-1,5,SE,0.73,,4,Unknown,NA,NA
1,traits,188,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),1.73,umol CO2 m-2 s-1,5,SE,0.36,,4,Unknown,NA,NA
1,traits,189,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),4.5,umol CO2 m-2 s-1,5,SE,0.79,,4,Unknown,NA,NA
1,traits,190,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),7.8,umol CO2 m-2 s-1,5,SE,1.21,,4,Unknown,NA,NA
1,traits,191,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),16.96,umol CO2 m-2 s-1,5,SE,1.36,,4,Unknown,NA,NA
1,traits,192,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),9.27,umol CO2 m-2 s-1,5,SE,1.77,,4,Unknown,NA,NA
1,traits,193,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,June 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-06-14T19:00:00.000-05:00,6,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),2.5,umol CO2 m-2 s-1,5,SE,0.89,,4,Unknown,NA,NA
1,traits,194,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,00:00:00 (America/Chicago),2003-07-14T00:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),1.4,umol CO2 m-2 s-1,5,SE,0.61,,4,Unknown,NA,NA
1,traits,195,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-07-14T19:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),6.29,umol CO2 m-2 s-1,5,SE,0.91,,4,Unknown,NA,NA
1,traits,196,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-07-14T19:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),12.1,umol CO2 m-2 s-1,5,SE,1.82,,4,Unknown,NA,NA
1,traits,197,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-07-14T19:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),14.5,umol CO2 m-2 s-1,5,SE,1.5,,4,Unknown,NA,NA
1,traits,198,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-07-14T19:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),9,umol CO2 m-2 s-1,5,SE,1.46,,4,Unknown,NA,NA
1,traits,199,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,July 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-07-14T19:00:00.000-05:00,7,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),7.31,umol CO2 m-2 s-1,5,SE,1.66,,4,Unknown,NA,NA
1,traits,200,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,00:00:00 (America/Chicago),2003-08-14T00:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),1.5,umol CO2 m-2 s-1,5,SE,0.47,,4,Unknown,NA,NA
1,traits,202,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-08-14T19:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),4.4,umol CO2 m-2 s-1,5,SE,0.8,,4,Unknown,NA,NA
1,traits,205,15,96,655,Nebraska National Forest,Halsey,41.86,-100.37,Panicum virgatum,switchgrass,Panicum,938,51,Eggemeyer,2006,unmanaged,August 2003,Unrecognized Value for Time Level of Confidence (America/Chicago),2003-08-14T19:00:00.000-05:00,8,2003,6.0,PN,Photosynthetic rate at ambient CO2(370ppm),4.8,umol CO2 m-2 s-1,5,SE,0.7,,4,Unknown,NA,NA
1,traits,236,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Apr 2,Time Level of Confidence Unknown,1995-04-02T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,1.6176,m2 m-2,4,SE,0.6207,,4,Alamo,NA,NA
1,traits,237,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Apr 10,Time Level of Confidence Unknown,1995-04-10T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,3.2363,m2 m-2,4,SE,0.4139,,4,Alamo,NA,NA
1,traits,238,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Apr 26,Time Level of Confidence Unknown,1995-04-26T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,4.8532,m2 m-2,4,SE,1.1036,,4,Alamo,NA,NA
1,traits,239,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Jun 2,Time Level of Confidence Unknown,1995-06-02T19:00:00.000-05:00,6,1995,5.0,LAI,Leaf Area Index,8.293,m2 m-2,4,SE,3.3447,,4,Alamo,NA,NA
1,traits,240,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Jun 19,Time Level of Confidence Unknown,1995-06-19T19:00:00.000-05:00,6,1995,5.0,LAI,Leaf Area Index,13.1166,m2 m-2,4,SE,4.4483,,4,Alamo,NA,NA
1,traits,241,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Jul 8,Time Level of Confidence Unknown,1995-07-08T19:00:00.000-05:00,7,1995,5.0,LAI,Leaf Area Index,17.6984,m2 m-2,4,SE,3.552,,4,Alamo,NA,NA
1,traits,242,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1995 Sep 18,Time Level of Confidence Unknown,1995-09-18T19:00:00.000-05:00,9,1995,5.0,LAI,Leaf Area Index,9.3025,m2 m-2,4,SE,2.2758,,4,Alamo,NA,NA
1,traits,243,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1997 Apr 29,Time Level of Confidence Unknown,1997-04-29T19:00:00.000-05:00,4,1997,5.0,LAI,Leaf Area Index,4.54,m2 m-2,4,SE,0.76,,4,Alamo,NA,NA
1,traits,244,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 May 26,Time Level of Confidence Unknown,1996-05-26T19:00:00.000-05:00,5,1996,5.0,LAI,Leaf Area Index,5.5,m2 m-2,4,SE,0.45,,4,Alamo,NA,NA
1,traits,245,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Jun 10,Time Level of Confidence Unknown,1996-06-10T19:00:00.000-05:00,6,1996,5.0,LAI,Leaf Area Index,9.77,m2 m-2,4,SE,1.31,,4,Alamo,NA,NA
1,traits,246,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Jul 18,Time Level of Confidence Unknown,1996-07-18T19:00:00.000-05:00,7,1996,5.0,LAI,Leaf Area Index,15.7,m2 m-2,4,SE,4.03,,4,Alamo,NA,NA
1,traits,247,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Apr 16,Time Level of Confidence Unknown,1996-04-16T19:00:00.000-05:00,4,1996,5.0,LAI,Leaf Area Index,1.27,m2 m-2,4,SE,0.45,,4,Alamo,NA,NA
1,traits,248,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 May 11,Time Level of Confidence Unknown,1996-05-11T19:00:00.000-05:00,5,1996,5.0,LAI,Leaf Area Index,4.57,m2 m-2,4,SE,1.1,,4,Alamo,NA,NA
1,traits,249,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 May 24,Time Level of Confidence Unknown,1996-05-24T19:00:00.000-05:00,5,1996,5.0,LAI,Leaf Area Index,5.88,m2 m-2,4,SE,1.03,,4,Alamo,NA,NA
1,traits,250,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Jun 15,Time Level of Confidence Unknown,1996-06-15T19:00:00.000-05:00,6,1996,5.0,LAI,Leaf Area Index,6.88,m2 m-2,4,SE,1.03,,4,Alamo,NA,NA
1,traits,251,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Jul 6,Time Level of Confidence Unknown,1996-07-06T19:00:00.000-05:00,7,1996,5.0,LAI,Leaf Area Index,5.49,m2 m-2,4,SE,0.93,,4,Alamo,NA,NA
1,traits,252,42,72,733,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch1,1996 Sep 29,Time Level of Confidence Unknown,1996-09-29T19:00:00.000-05:00,9,1996,5.0,LAI,Leaf Area Index,8.06,m2 m-2,4,SE,0.79,,4,Alamo,NA,NA
1,traits,253,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Apr 2,Time Level of Confidence Unknown,1995-04-02T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,0.713,m2 m-2,4,SE,0.484,,4,Alamo,NA,NA
1,traits,254,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Apr 12,Time Level of Confidence Unknown,1995-04-12T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,1.119,m2 m-2,4,SE,0.484,,4,Alamo,NA,NA
1,traits,255,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Apr 27,Time Level of Confidence Unknown,1995-04-27T19:00:00.000-05:00,4,1995,5.0,LAI,Leaf Area Index,3.868,m2 m-2,4,SE,0.587,,4,Alamo,NA,NA
1,traits,256,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Jun 4,Time Level of Confidence Unknown,1995-06-04T19:00:00.000-05:00,6,1995,5.0,LAI,Leaf Area Index,8.704,m2 m-2,4,SE,2.142,,4,Alamo,NA,NA
1,traits,257,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Jun 21,Time Level of Confidence Unknown,1995-06-21T19:00:00.000-05:00,6,1995,5.0,LAI,Leaf Area Index,12.902,m2 m-2,4,SE,2.383,,4,Alamo,NA,NA
1,traits,258,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Jul 11,Time Level of Confidence Unknown,1995-07-11T19:00:00.000-05:00,7,1995,5.0,LAI,Leaf Area Index,12.262,m2 m-2,4,SE,1.589,,4,Alamo,NA,NA
1,traits,259,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1995 Sep 20,Time Level of Confidence Unknown,1995-09-20T19:00:00.000-05:00,9,1995,5.0,LAI,Leaf Area Index,5.392,m2 m-2,4,SE,0.518,,4,Alamo,NA,NA
1,traits,260,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1996 Apr 17,Time Level of Confidence Unknown,1996-04-17T19:00:00.000-05:00,4,1996,5.0,LAI,Leaf Area Index,0.319,m2 m-2,4,SE,0.484,,4,Alamo,NA,NA
1,traits,261,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1996 May 13,Time Level of Confidence Unknown,1996-05-13T19:00:00.000-05:00,5,1996,5.0,LAI,Leaf Area Index,2.679,m2 m-2,4,SE,0.449,,4,Alamo,NA,NA
1,traits,262,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1997 Jun 12,Time Level of Confidence Unknown,1997-06-12T19:00:00.000-05:00,6,1997,5.0,LAI,Leaf Area Index,11.115,m2 m-2,4,SE,1.21,,4,Alamo,NA,NA
1,traits,263,42,72,734,Grassland Soil & Water Research Laboratory,Temple,31.05,-97.35,Panicum virgatum,switchgrass,Panicum,938,3,Kiniry,1999,Switch2,1997 Jul 19,Time Level of Confidence Unknown,1997-07-19T19:00:00.000-05:00,7,1997,5.0,LAI,Leaf Area Index,9.87,m2 m-2,4,SE,3.42,,4,Alamo,NA,NA
